datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2/1/2001,20.9,6.1,13.7,20.9,4.5,13.3,3.7,54.8,0,0,0,,,,,25.9,304.1,1014.3,0,3.4,,,,,2001-02-01T07:09:26,2001-02-01T18:00:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/2/2001,20.3,6.1,13.7,20.3,4.1,13.3,3.5,53.4,0,0,0,,,,,27.7,290.9,1014.2,0,3,,,,,2001-02-02T07:08:53,2001-02-02T18:01:10,0.3,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/3/2001,22.1,5.1,13.3,22.1,4,13.1,3.6,55.5,0,0,0,,,,,23.8,289,1013,0,3,,,,,2001-02-03T07:08:18,2001-02-03T18:01:59,0.35,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/4/2001,22.4,5.1,13.8,22.4,5.1,13.8,5.5,61.6,0,0,0,,,,,11.2,295.9,1013,3,1.8,,,,,2001-02-04T07:07:41,2001-02-04T18:02:47,0.4,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/5/2001,23.1,6.7,15.2,23.1,6.7,15.2,6.7,61.3,0,0,0,,,,,13,303.5,1014,14.1,1.7,,,,,2001-02-05T07:07:04,2001-02-05T18:03:35,0.44,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/6/2001,24.1,6.1,14.9,24.1,6.1,14.8,5.9,59.6,0,0,0,,,,,22.3,283.8,1014.9,0,2.1,,,,,2001-02-06T07:06:25,2001-02-06T18:04:23,0.48,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/7/2001,24.1,7.1,15.2,24.1,6.3,15,5.7,57.7,0,0,0,,,,,22.3,280.6,1014.9,0,2.2,,,,,2001-02-07T07:05:45,2001-02-07T18:05:11,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/8/2001,25.1,8.1,16.4,25.1,7.4,16.3,6,54.2,0,0,0,,,,,37.1,287.4,1013.9,0,2.1,,,,,2001-02-08T07:05:03,2001-02-08T18:05:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/9/2001,25.1,8.1,16.9,25.1,7.4,16.8,4.4,46.9,0,0,0,,,,,52.8,300.7,1012.1,0,3,,,,,2001-02-09T07:04:20,2001-02-09T18:06:45,0.52,Clear,Clear conditions throughout the day.,wind,"4,218,209,999,942,180,000,000"
2/10/2001,25.1,8.7,17,25.1,8.7,17,5.9,52.5,0,0,0,,,,,18.4,301.1,1012.2,1.6,2.4,,,,,2001-02-10T07:03:36,2001-02-10T18:07:31,0.54,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/11/2001,25.1,9.1,16.1,25.1,9,16,5.5,53.5,0,0,0,,,,,18.4,282.9,1012.1,0,2.5,,,,,2001-02-11T07:02:51,2001-02-11T18:08:17,0.57,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/12/2001,28.1,6.9,18.5,26.9,6.9,18.3,5.7,49.1,0,0,0,,,,,11.2,271.9,1014.4,20.5,2.4,,,,,2001-02-12T07:02:05,2001-02-12T18:09:03,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/13/2001,28.1,9.5,18.4,26.9,9.5,18.2,6.5,51,0,0,0,,,,,14.8,285.1,1013.8,34.4,1.8,,,,,2001-02-13T07:01:18,2001-02-13T18:09:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/14/2001,25.1,13.5,19.2,25.1,13.5,19.2,8.1,51.3,0,0,0,,,,,37.1,107.6,1011.2,63.7,1.7,,,,,2001-02-14T07:00:29,2001-02-14T18:10:33,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/15/2001,22.1,11.7,17,22.1,11.7,17,9.1,62,2.416,100,16.67,rain,,,,23.3,46,1014.6,35.8,2.1,,,,,2001-02-15T06:59:39,2001-02-15T18:11:18,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
2/16/2001,26.1,7.1,18.4,26.1,6.3,18.4,10.8,62.9,1.812,100,12.5,rain,,,,11.2,7.6,1016.7,30.3,1.9,,,,,2001-02-16T06:58:48,2001-02-16T18:12:02,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
2/17/2001,26.6,13.7,19,26.6,13.7,19,12.4,67.8,0,0,0,,,,,7.6,336.8,1015.4,38,1.4,,,,,2001-02-17T06:57:57,2001-02-17T18:12:46,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/18/2001,26.4,11.9,19.2,26.4,11.9,19.2,11.3,64.3,0,0,0,,,,,22.3,303.6,1014.7,1.4,1.9,,,,,2001-02-18T06:57:04,2001-02-18T18:13:29,0.91,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/19/2001,28.1,12.1,19.8,26.8,12.1,19.7,8.9,54.9,0,0,0,,,,,27.7,301.1,1013.8,15.5,2.1,,,,,2001-02-19T06:56:10,2001-02-19T18:14:12,0.94,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/20/2001,28.1,10.1,20.7,27.4,10.1,20.6,9.6,50.1,1.208,100,8.33,rain,,,,14.8,303.8,1011,27.4,3.7,,,,,2001-02-20T06:55:15,2001-02-20T18:14:55,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"4,218,209,999,942,180,000,000"
2/21/2001,26.1,14.5,20.7,26.1,14.5,20.7,9.4,50.3,1.812,100,12.5,rain,,,,18.4,307.7,1010.5,14.4,2.9,,,,,2001-02-21T06:54:20,2001-02-21T18:15:37,0.99,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
2/22/2001,26.1,13.1,19.9,26.1,13.1,19.9,10.1,56,0,0,0,,,,,15.3,289.8,1011.6,34,2.2,,,,,2001-02-22T06:53:23,2001-02-22T18:16:18,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/23/2001,29.1,13.9,22.1,28.1,13.9,21.9,11.3,53.4,0,0,0,,,,,18.4,246.1,1009.5,58,2.4,,,,,2001-02-23T06:52:26,2001-02-23T18:17:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/24/2001,28.1,16.7,21.9,27.4,16.7,21.8,13.2,60.7,12.689,100,16.67,rain,,,,16.6,243.1,1008.2,70.3,1.8,,,,,2001-02-24T06:51:28,2001-02-24T18:17:40,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
2/25/2001,26.1,15.9,20.4,26.1,15.9,20.4,12,61.3,36.776,100,12.5,rain,,,,22.3,312.8,1007.1,40.2,3.2,,,,,2001-02-25T06:50:29,2001-02-25T18:18:21,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
2/26/2001,26.1,14.1,19.6,26.1,14.1,19.6,8.6,54.8,0,0,0,,,,,14.5,310.1,1011.1,8.1,2.1,,,,,2001-02-26T06:49:29,2001-02-26T18:19:01,0.05,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
2/27/2001,27.1,11.5,19.3,26.2,11.5,19.2,6.1,46.6,0,0,0,,,,,9.4,329.5,1013.8,28.5,2.1,,,,,2001-02-27T06:48:28,2001-02-27T18:19:41,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
2/28/2001,28.1,11.4,21.8,26.7,11.4,21.5,6.1,41.8,0,0,0,,,,,14.8,331.8,1016.7,8,2.8,,,,,2001-02-28T06:47:27,2001-02-28T18:20:20,0.12,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/1/2001,26.1,10.7,19.4,26.1,10.7,19.4,4.5,40.4,0,0,0,,,,,24.1,322,1018.8,0.7,2.9,,,,,2001-03-01T06:46:25,2001-03-01T18:20:59,0.17,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/2/2001,26.1,11.1,18.3,26.1,11.1,18.3,5.5,46.6,0,0,0,,,,,25.9,297.5,1018.3,6.8,2.2,,,,,2001-03-02T06:45:22,2001-03-02T18:21:38,0.22,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/3/2001,27.1,11.1,18.9,26.4,11.1,18.8,4.7,43.6,0,0,0,,,,,18.4,309.4,1017.3,16.9,2.4,,,,,2001-03-03T06:44:19,2001-03-03T18:22:16,0.27,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/4/2001,25.1,12.1,18.9,25.1,12.1,18.9,5.4,44.8,0,0,0,,,,,24.1,319.2,1016.2,36.2,2.5,,,,,2001-03-04T06:43:15,2001-03-04T18:22:54,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/5/2001,27.1,10.1,18.7,26.2,10.1,18.6,5.7,46.3,0,0,0,,,,,24.1,290.3,1013.8,0,2.7,,,,,2001-03-05T06:42:11,2001-03-05T18:23:32,0.38,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/6/2001,29.1,12.1,21.1,27.5,12.1,20.7,6,41.8,0,0,0,,,,,18.4,271.1,1013.4,31.8,2.9,,,,,2001-03-06T06:41:06,2001-03-06T18:24:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/7/2001,31.1,13.9,21.9,29.9,13.9,21.5,5.2,37.5,0,0,0,,,,,11.2,256.7,1012.4,16.4,2.5,,,,,2001-03-07T06:40:00,2001-03-07T18:24:46,0.46,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/8/2001,29.1,13.7,21.1,27.5,13.7,20.8,6.3,41.4,0,0,0,,,,,22.3,340.9,1012.1,3.6,1.7,,,,,2001-03-08T06:38:54,2001-03-08T18:25:23,0.49,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/9/2001,30.1,12.8,20.7,28.3,12.8,20.3,6.9,45.2,0,0,0,,,,,14.8,280.2,1012.7,0,2.1,,,,,2001-03-09T06:37:48,2001-03-09T18:25:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/10/2001,31.1,13.5,22.9,29.1,13.5,22.3,6.4,39.5,0,0,0,,,,,14.8,282.9,1013.1,0,2.5,,,,,2001-03-10T06:36:41,2001-03-10T18:26:35,0.51,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/11/2001,31.1,13.3,21.5,29.2,13.3,21,7.4,44.5,0,0,0,,,,,11.2,301.4,1012.7,0,2.6,,,,,2001-03-11T06:35:34,2001-03-11T18:27:11,0.53,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/12/2001,33.1,14.7,24.3,31.2,14.7,23.7,8.4,39.9,0,0,0,,,,,14.8,135.8,1011.2,4.5,2.8,,,,,2001-03-12T06:34:26,2001-03-12T18:27:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/13/2001,33.1,18.9,26.3,31,18.9,25.6,8,34.3,0,0,0,,,,,22.3,121.2,1009.8,34.8,3.5,,,,,2001-03-13T06:33:19,2001-03-13T18:28:22,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/14/2001,28.1,20.7,23.9,26.9,20.7,23.8,8.2,38.5,1.908,100,12.5,rain,,,,24.1,92.6,1011.4,54.2,2.7,,,,,2001-03-14T06:32:10,2001-03-14T18:28:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
3/15/2001,32.1,17.6,24,30.2,17.6,23.7,9.6,42.6,1.208,100,8.33,rain,,,,14.8,66.7,1014.2,28.9,2.5,,,,,2001-03-15T06:31:02,2001-03-15T18:29:32,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
3/16/2001,29.1,16.1,23.3,27.5,16.1,22.9,6.5,37.7,0,0,0,,,,,27.7,311.6,1012,13,3.1,,,,,2001-03-16T06:29:53,2001-03-16T18:30:07,0.74,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/17/2001,31.1,15.1,23.4,29.1,15.1,22.9,7.1,38.1,0,0,0,,,,,18.9,292.6,1009.5,0,2.9,,,,,2001-03-17T06:28:44,2001-03-17T18:30:42,0.78,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/18/2001,32.1,14.9,24.4,30.9,14.9,23.7,8.3,40.6,0,0,0,,,,,20.5,303.9,1009.9,0,2.2,,,,,2001-03-18T06:27:35,2001-03-18T18:31:16,0.83,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/19/2001,33.7,16.7,26,32.1,16.7,25.2,9.5,39.7,0,0,0,,,,,14.8,294,1009.8,51.7,2.1,,,,,2001-03-19T06:26:26,2001-03-19T18:31:50,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/20/2001,35.1,21,28.3,33.2,21,27.6,11.2,38,0,0,0,,,,,18.4,113.5,1006.3,54.2,2.7,,,,,2001-03-20T06:25:16,2001-03-20T18:32:24,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/21/2001,30.1,20.1,24.8,29.5,20.1,24.5,9.2,39.4,0,0,0,,,,,18.4,239.5,1006,63.8,2.4,,,,,2001-03-21T06:24:06,2001-03-21T18:32:58,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/22/2001,30.1,17.9,25,29.5,17.9,24.7,12.4,48.2,0,0,0,,,,,16.6,287.1,1007.4,23.2,2.9,,,,,2001-03-22T06:22:57,2001-03-22T18:33:32,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/23/2001,32.1,17.1,23.9,30.2,17.1,23.5,14.7,62.1,0,0,0,,,,,14.8,305.5,1009.1,3.6,1.9,,,,,2001-03-23T06:21:47,2001-03-23T18:34:06,0.99,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/24/2001,29.1,15.1,23,28.2,15.1,22.8,12.7,54,0,0,0,,,,,22.3,292.2,1008.1,30.2,2.7,,,,,2001-03-24T06:20:37,2001-03-24T18:34:39,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/25/2001,33.1,17.1,24.7,31.6,17.1,24.3,12.9,50.9,0,0,0,,,,,22.3,306.7,1005.8,16,3.1,,,,,2001-03-25T06:19:28,2001-03-25T18:35:13,0,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/26/2001,32.4,18.1,25.9,30.8,18.1,25.3,12.4,47.1,0,0,0,,,,,22.3,301.9,1005.2,0,2.9,,,,,2001-03-26T06:18:18,2001-03-26T18:35:46,0.01,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
3/27/2001,35.1,19.1,26.8,33.3,19.1,26.3,12.9,45.8,0,0,0,,,,,14.8,292.5,1004,31.8,2.8,,,,,2001-03-27T06:17:08,2001-03-27T18:36:20,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/28/2001,34.1,20.1,27.9,35.2,20.1,27.9,15.1,47.2,0,0,0,,,,,16.6,152.4,1002.7,63.4,3,,,,,2001-03-28T06:15:59,2001-03-28T18:36:53,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/29/2001,33.1,19.9,26.4,30.9,19.9,25.7,12,45.1,0,0,0,,,,,18.4,124.3,1003.7,38.4,2.8,,,,,2001-03-29T06:14:49,2001-03-29T18:37:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
3/30/2001,27.1,17.8,21.8,27,17.8,21.8,12.6,57.2,12.94,100,20.83,rain,,,,25.9,357.1,1006.6,42.6,2.7,,,,,2001-03-30T06:13:40,2001-03-30T18:38:00,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
3/31/2001,30.1,15.1,23,29,15.1,22.8,15.4,66.7,8.588,100,12.5,rain,,,,18.4,0.9,1011.7,11.7,2.6,,,,,2001-03-31T06:12:31,2001-03-31T18:38:33,0.2,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
4/1/2001,29.1,17.3,24.1,29.5,17.3,24.1,15.7,61.8,0,0,0,,,,,16.6,318.3,1011.5,11,3,,,,,2001-04-01T06:11:22,2001-04-01T18:39:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/2/2001,32.1,17.1,24.3,31.3,17.1,24.1,15.3,61.2,0,0,0,,,,,14.8,321.7,1009.4,6,2.8,,,,,2001-04-02T06:10:13,2001-04-02T18:39:39,0.31,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/3/2001,35.1,17,26.7,33.5,17,26.4,15.6,55.8,0,0,0,,,,,9.4,346.8,1009.6,0,2.7,,,,,2001-04-03T06:09:04,2001-04-03T18:40:13,0.36,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/4/2001,35.1,18.7,27.8,35.8,18.7,27.7,14.9,47.5,0.604,100,4.17,rain,,,,18.4,71.4,1010.4,23.2,2.3,,,,,2001-04-04T06:07:56,2001-04-04T18:40:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"4,218,209,999,942,180,000,000"
4/5/2001,35.1,22.3,28,34.6,22.3,27.8,13.7,43.6,1.984,100,20.83,rain,,,,37.1,11.5,1007.6,63.4,2.3,,,,,2001-04-05T06:06:48,2001-04-05T18:41:19,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
4/6/2001,34.1,20.1,26.9,33.7,20.1,26.9,15.5,51.9,2.07,100,12.5,rain,,,,25.9,320.5,1009.8,15.7,2.9,,,,,2001-04-06T06:05:40,2001-04-06T18:41:53,0.48,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
4/7/2001,37.1,18.4,28.7,35.9,18.4,28.2,14.1,46.5,0,0,0,,,,,25.9,302.3,1010.4,0,2.6,,,,,2001-04-07T06:04:33,2001-04-07T18:42:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/8/2001,39.1,20.3,29.6,37.6,20.3,29.2,13.8,41.7,0,0,0,,,,,22.3,286.5,1005.4,0,2.7,,,,,2001-04-08T06:03:26,2001-04-08T18:43:00,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/9/2001,40.1,21,31.9,38.5,21,31,11.9,32.9,0,0,0,,,,,13,209.9,1002.7,7.2,2.9,,,,,2001-04-09T06:02:20,2001-04-09T18:43:33,0.52,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/10/2001,40.1,22.4,31.6,40.1,22.4,31.3,14,38.5,0,0,0,,,,,14.8,61,1005.2,24.7,1.9,,,,,2001-04-10T06:01:14,2001-04-10T18:44:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/11/2001,39.1,24.4,32.2,38.4,24.4,32.1,15.1,38.2,0,0,0,,,,,20.5,295.7,1006.7,21.1,2,,,,,2001-04-11T06:00:08,2001-04-11T18:44:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/12/2001,36.1,25.1,30.5,36.7,25.1,30.4,15.3,41,4.002,100,25,rain,,,,25.9,69.8,1006.7,66.6,2.1,,,,,2001-04-12T05:59:03,2001-04-12T18:45:15,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
4/13/2001,34.1,22.1,27.8,35.3,22.1,27.9,16.5,52.5,3.374,100,20.83,rain,,,,25.9,107.1,1007.4,54.5,2.1,,,,,2001-04-13T05:57:58,2001-04-13T18:45:49,0.65,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"4,218,209,999,942,180,000,000"
4/14/2001,34.1,22.1,28.3,35.6,22.1,28.8,17.4,53.4,0.7,100,4.17,rain,,,,18.4,114.2,1011,59.1,3.1,,,,,2001-04-14T05:56:54,2001-04-14T18:46:23,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"4,218,209,999,942,180,000,000"
4/15/2001,32.1,22.1,26.9,33.3,22.1,27.3,18.1,60.9,3.725,100,12.5,rain,,,,22.3,81.2,1012.1,61.7,3.2,,,,,2001-04-15T05:55:51,2001-04-15T18:46:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
4/16/2001,34.1,20.7,27.9,35.4,20.7,28.3,17.4,55.2,25.204,100,12.5,rain,,,,55.4,269.5,1009.5,52.7,3.3,,,,,2001-04-16T05:54:48,2001-04-16T18:47:31,0.79,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"4,218,209,999,942,180,000,000"
4/17/2001,31.1,19.9,23.7,31.7,19.9,24,17.4,69.8,69.717,100,12.5,rain,,,,37.1,135.3,1009.1,72.3,2.4,,,,,2001-04-17T05:53:45,2001-04-17T18:48:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
4/18/2001,30.1,17.8,23.6,30.6,17.8,23.7,17.7,72.3,5.003,100,8.33,rain,,,,33.5,269.6,1009.2,45.1,2.7,,,,,2001-04-18T05:52:44,2001-04-18T18:48:40,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
4/19/2001,31.1,19.2,24.2,32.3,19.2,24.4,17.7,68.7,8.712,100,29.17,rain,,,,18.4,351.4,1008.7,65.6,2.1,,,,,2001-04-19T05:51:43,2001-04-19T18:49:15,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"4,218,209,999,942,180,000,000"
4/20/2001,31.1,18.1,25,31.6,18.1,24.8,15.5,59.6,5.175,100,12.5,rain,,,,27.7,297.8,1008.3,9.8,3.1,,,,,2001-04-20T05:50:42,2001-04-20T18:49:49,0.96,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
4/21/2001,34.1,20.1,27.2,35.1,20.1,27,14.6,49.4,0,0,0,,,,,22.3,298,1005.9,4.3,3.6,,,,,2001-04-21T05:49:43,2001-04-21T18:50:24,0.98,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/22/2001,37.1,21.4,29.8,35.2,21.4,29,12.7,39.4,0,0,0,,,,,27.7,297.9,1005.2,0,2.7,,,,,2001-04-22T05:48:44,2001-04-22T18:50:59,1,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/23/2001,40.1,22.3,31.2,38.2,22.3,30.4,11.6,33.1,0,0,0,,,,,27.7,293.9,1004.5,1.8,3.1,,,,,2001-04-23T05:47:46,2001-04-23T18:51:34,1,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/24/2001,41.1,22.5,32.8,39.8,22.5,32.2,13.3,33.6,0,0,0,,,,,22.3,298.9,1005.3,39.7,2.8,,,,,2001-04-24T05:46:48,2001-04-24T18:52:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/25/2001,41.1,23.5,33.4,41,23.5,33.4,15.3,37.5,0,0,0,,,,,22.3,299.3,1003.2,8.9,3,,,,,2001-04-25T05:45:52,2001-04-25T18:52:45,0.02,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/26/2001,42.1,24.3,34.2,41.9,24.3,34.3,15,34.5,0,0,0,,,,,16.6,315.5,1001.6,29.3,3.1,,,,,2001-04-26T05:44:56,2001-04-26T18:53:20,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/27/2001,42.1,28.5,35.5,42.3,28.5,35.1,14,29.2,0,0,0,,,,,44.3,288.1,1001.1,31.3,3.1,,,,,2001-04-27T05:44:01,2001-04-27T18:53:56,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/28/2001,42.1,27.6,35.4,44,27.3,34.7,12.6,26.9,0,0,0,,,,,37.1,261.5,998.8,4.7,2.9,,,,,2001-04-28T05:43:07,2001-04-28T18:54:32,0.13,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
4/29/2001,41.4,29.1,34.8,44.2,27.7,34.3,12.8,27.6,0,0,0,,,,,18.4,275.3,999.6,22.1,3,,,,,2001-04-29T05:42:14,2001-04-29T18:55:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
4/30/2001,43.1,28,34.5,45.7,28.3,35.1,15.9,34.9,0,0,0,,,,,18.4,299.5,1002.2,24.3,3.1,,,,,2001-04-30T05:41:22,2001-04-30T18:55:44,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
5/1/2001,42.1,26.1,32.4,44.4,26.1,33.6,17.3,42,2.18,100,12.5,rain,,,,37.1,19.1,1003.6,29.9,2.5,,,,,2001-05-01T05:40:31,2001-05-01T18:56:20,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"4,218,209,999,942,180,000,000"
5/2/2001,41.1,23.7,33.8,45.4,23.7,35.5,18.2,42.5,2.07,100,12.5,rain,,,,11.2,88.8,1001.4,13.6,2.2,,,,,2001-05-02T05:39:41,2001-05-02T18:56:56,0.35,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
5/3/2001,38.1,27.1,32.4,42.9,27.5,33.2,16.7,40,2.416,100,16.67,rain,,,,27.7,108.7,999.1,32.7,2.7,,,,,2001-05-03T05:38:52,2001-05-03T18:57:32,0.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"4,218,209,999,942,180,000,000"
